isin,ticker,gvkeyiid,ls_weight,country,figi,bbg_ticker,exch,mtd_local,mtd_usd,contrib_local,contrib_usd,missing_px
KYG7800X1079,1928,29342501W,0.0005010676780902,MAC,BBG000PSNM15,,HK,-0.10462633451957304,-0.10534420138249623,-5.2424874504811005e-05,-5.278457438699382e-05,False
IE00BKVD2N49,STX,15093701,0.0009488667035812,SGP,BBG0113JGQF0,,US,-0.05456433037977748,-0.05456433037977748,-5.1774276300574985e-05,-5.1774276300574985e-05,False
US1475281036,CASY,00280701,0.0002385333566583,USA,BBG000BF0672,,US,-0.21697398332912354,-0.21697398332912354,-5.175553255101787e-05,-5.175553255101787e-05,False
GB00BL6K5J42,EDVM.F,10880401,0.0011948054876739,GBR,BBG011DVVG21,,LN,-0.03409848165331075,-0.04066225856779104,-4.074105300072348e-05,-4.8583489678011795e-05,False
CA0115321089,AGI,12345501C,0.0008700110632767,CAN,BBG009HT65R1,,CN,-0.050137849547065794,-0.05558956717118202,-4.3620483794849924e-05,-4.836353844169161e-05,False
US5178341070,LVS,16184401,0.000764678290263,USA,BBG000JWD753,,US,-0.06277105683633877,-0.06277105683633877,-4.799966441961313e-05,-4.799966441961313e-05,False
US21037T1097,CEG,04061401,0.0008163181803258,USA,BBG014KFRNP7,,US,-0.055464570367944166,-0.055464570367944166,-4.527673715531247e-05,-4.527673715531247e-05,False
GB0031274896,MKS,01886001W,0.0006787464396355,GBR,BBG000BDTRH9,,LN,-0.0600303951367781,-0.06641893118230069,-4.0745416969000374e-05,-4.5081613064381884e-05,False
AU000000EVN4,EVN,25335001W,0.0004639393572326,AUS,BBG000NF2249,,AU,-0.08964381720430115,-0.09447139409599481,-4.1589294933640164e-05,-4.382899785376348e-05,False
CA5503711080,LUG,06574401C,0.0005665086625125,CAN,BBG000BZYV49,,CN,-0.0706888866376254,-0.07602232764302508,-4.00458666235789e-05,-4.3067307154137194e-05,False
